EU_NON_EU,Continent,Country,FlowType,Year,Month,Value
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,June,119865725
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,July,144987348
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,August,84793018
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,September,128500520
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,October,141911615
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,November,153148374
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2016,December,121958009
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,January,174175389
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,February,650476516
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,March,158837096
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,April,109941565
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,May,162204356
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,June,68741332
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,July,139826319
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,August,200832983
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,September,230413981
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,October,182893463
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,November,169086155
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2017,December,173550379
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,January,156178448
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,February,586409509
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,March,139963233
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,April,128370412
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,May,121277959
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,June,199412973
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,July,175415052
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,August,132198465
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,September,198350883
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,October,156461193
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,November,152691164
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2018,December,160369067
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,January,145268758
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,February,553094522
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,March,146378904
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,April,139446946
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,May,252733989
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,June,212968826
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,July,202163996
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,August,139769050
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,September,230751066
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,October,172449121
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,November,176121750
NON-EU,Middle East and N Africa,Qatar,Non EU - Exports,2019,December,181588695
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,January,211374874
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,February,190147486
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,March,325755460
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,April,157190041
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,May,303916222
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,June,200216842
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,July,108783588
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,August,199667104
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,September,214165692
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,October,252199389
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,November,251172876
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2015,December,152319084
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,January,126285091
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,February,302472712
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,March,154104751
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,April,153807329
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,May,184530176
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,June,92658341
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,July,269631318
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,August,177555458
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,September,200346129
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,October,62861298
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,November,147958017
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2016,December,101615109
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,January,148482091
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,February,48841136
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,March,287775126
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,April,207798348
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,May,129819447
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,June,177021731
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,July,286294737
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,August,242881181
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,September,265771336
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,October,351334475
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,November,148473627
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2017,December,148432097
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,January,129686087
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,February,98032339
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,March,84033065
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,April,153518287
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,May,90441372
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,June,101542683
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,July,127962581
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,August,83849953
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,September,67828855
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,October,162525035
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,November,144012643
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2018,December,92179904
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,January,227013935
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,February,76317756
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,March,169266397
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,April,205228755
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,May,434321726
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,June,102266169
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,July,121799667
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,August,67375934
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,September,197045063
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,October,279811644
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,November,170919375
NON-EU,Middle East and N Africa,Qatar,Non EU - Imports,2019,December,136443584
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,January,241014228
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,February,307880516
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,March,336070560
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,April,399076008
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,May,995521721
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,June,522036229
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,July,417071266
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,August,385474009
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,September,360618377
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,October,471252730
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,November,549935231
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2015,December,444052103
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,January,259611690
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,February,222980620
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,March,504605509
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,April,505414223
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,May,432085093
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,June,455311194
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,July,287803281
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,August,340307955
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,September,387704822
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,October,462835677
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,November,528822067
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2016,December,507749801
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,January,282286543
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,February,309072956
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,March,540801897
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,April,394078341
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,May,247707637
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,June,453093483
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,July,294402404
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,August,206884367
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,September,260782719
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,October,343545441
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,November,493818535
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2017,December,372987302
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,January,251963728
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,February,234585256
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,March,359053331
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,April,336016148
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,May,351869499
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,June,207806858
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,July,370425708
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,August,253504424
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,September,340094822
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,October,383515686
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,November,235284121
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2018,December,351146587
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,January,199986861
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,February,199525053
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,March,313968313
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,April,404839444
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,May,242967200
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,June,269884007
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,July,298995420
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,August,199495101
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,September,225429636
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,October,309796854
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,November,306087817
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Exports,2019,December,292217737
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,January,116435998
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,February,156602461
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,March,168525723
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,April,258027382
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,May,218603276
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,June,167993436
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,July,180329018
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,August,170184529
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,September,107199635
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,October,157000257
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,November,74261721
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2015,December,128460228
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,January,74707453
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,February,106069290
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,March,106382777
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,April,207079130
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,May,79008703
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,June,130186082
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,July,165532806
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,August,161991046
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,September,115369813
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,October,157899626
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,November,131536504
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2016,December,107051662
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,January,94145805
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,February,172030104
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,March,177473945
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,April,196293469
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,May,142673352
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,June,139357267
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,July,106526661
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,August,238918912
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,September,126839570
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,October,147816871
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,November,287181381
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2017,December,186821443
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,January,234560875
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,February,250616315
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,March,173650368
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,April,175801353
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,May,204871759
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,June,181189504
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,July,103121065
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,August,237648875
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,September,294328166
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,October,287934840
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,November,229413715
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2018,December,188920632
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,January,219942779
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,February,220868587
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,March,324996918
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,April,186332986
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,May,267466323
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,June,169337431
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,July,170392511
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,August,239289360
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,September,308336004
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,October,157546178
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,November,189607846
NON-EU,Middle East and N Africa,Saudi Arabia,Non EU - Imports,2019,December,139305367
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,January,88006
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,February,195934
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,March,146296
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,April,84561
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,May,143267
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,June,90769
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,July,377321
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,August,733151
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,September,463059
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,October,156104
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,November,45927
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2015,December,460891
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,January,131445
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,February,89520
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,March,224601
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,April,91537
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,May,263690
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,June,239268
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,July,69579
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,August,169122
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,September,9619
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,October,1049
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,November,261202
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2016,December,62176
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,January,56656
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,February,306500
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,March,103321
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,April,47812
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,May,160689
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,June,146007
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,July,308178
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,August,171085
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,September,476910
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,October,397471
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,November,186894
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2017,December,44319
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,January,334040
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,February,58075
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,March,221537
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,April,131490
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,May,76729
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,June,90474
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,July,360707
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,August,107367
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,September,322504
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,October,56375
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,November,238243
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2018,December,40946
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,January,83542
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,February,56466
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,March,213228
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,April,1074240
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,May,2626447
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,June,178706
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,July,314682
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,August,356668
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,September,155964
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,October,198938
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,November,690978
NON-EU,Middle East and N Africa,South Sudan,Non EU - Exports,2019,December,165439
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2015,February,3332
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2015,December,21833
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2016,July,40564
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2016,October,7990
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2016,December,850
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2017,May,2506
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2017,June,2000
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2017,August,1500
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2017,November,1025
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2018,October,1300
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2018,November,8250
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2018,December,6000
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,April,10000
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,May,3109
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,June,7250
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,July,10000
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,August,10000
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,September,3500
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,October,9100
NON-EU,Middle East and N Africa,South Sudan,Non EU - Imports,2019,November,2750
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,January,6313259
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,February,6651631
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,March,5446199
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,April,5958090
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,May,7904484
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,June,6099619
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,July,7339475
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,August,6502759
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,September,6641877
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,October,7932670
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,November,6192082
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2015,December,17716511
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,January,4891841
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,February,5247460
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,March,4849051
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,April,3958951
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,May,4478743
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,June,6684879
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,July,6874352
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,August,6242402
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,September,3244163
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,October,6983842
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,November,6607392
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2016,December,8272347
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,January,6968838
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,February,5952265
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,March,4343252
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,April,4564499
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,May,5474973
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,June,6526571
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,July,8436554
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,August,5639232
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,September,4112480
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,October,8796128
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,November,8091340
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2017,December,9772254
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2018,January,5912511
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2018,February,3676969
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2018,March,5004650
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2018,April,7706944
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2018,May,6392183
NON-EU,Middle East and N Africa,Sudan,Non EU - Exports,2018,June,5660434
